date,ip_growth,inflation,tbill_3m,fci
2006-03-01,0.255904849445798,0.150338289403162,0.375833333333333,-0.75
2006-04-01,0.376116942854754,0.499501538052271,0.383333333333333,-0.77
2006-05-01,-0.143575927328143,0.298507684345406,0.393333333333333,-0.76
2006-06-01,0.384664385759236,0.248077527376278,0.399166666666666,-0.69
2006-07-01,0.0120801260574232,0.543613891225991,0.4125,-0.68
2006-08-01,0.33397952769425,0.442587395685567,0.413333333333333,-0.72
2006-09-01,-0.175128621301645,-0.491884907159612,0.400833333333333,-0.72
2006-10-01,-0.0371074018190142,-0.444774639823641,0.41,-0.75
2006-11-01,-0.127783385190483,0.049517208241312,0.411666666666666,-0.79
2006-12-01,0.97150356742004,0.543077118513402,0.404166666666666,-0.73
2007-01-01,-0.472653154290547,0.16579060562325,0.415,-0.79
2007-02-01,1.07982103403943,0.387084913353952,0.419166666666666,-0.85
2007-03-01,0.136148979270078,0.518664749319963,0.411666666666666,-0.75
2007-04-01,0.723346778278166,0.299616948199865,0.405833333333333,-0.75
2007-05-01,0.0436503048218739,0.412447665692372,0.394166666666666,-0.76
2007-06-01,-0.00619178968888078,0.2314072179459,0.384166666666666,-0.68
2007-07-01,0.0461296070389138,0.177901246668099,0.401666666666666,-0.55
2007-08-01,0.126696957865313,0.0308233200118302,0.35,-0.04
2007-09-01,0.382209486157947,0.422860024543858,0.324166666666666,0.17
2007-10-01,-0.487845669637554,0.307849440109908,0.325,-0.05
2007-11-01,0.56498590536993,0.782816408287345,0.2725,0.23
2007-12-01,-0.0236222192882884,0.289382340294874,0.25,0.59
2008-01-01,-0.247077142960083,0.34417753671736,0.229166666666666,0.37
